iter	Logloss
333	0.1949030319
334	0.1948743851
335	0.1948331528
336	0.194811676
337	0.1947547043
338	0.1946978516
339	0.1946458176
340	0.1945927231
341	0.1945303207
342	0.1944816071
343	0.1944263077
344	0.1943599899
345	0.1943025742
346	0.1942297546
347	0.1941383926
348	0.1940923477
349	0.1940655334
350	0.1940372253
351	0.1939773972
352	0.1939179108
353	0.1938805084
354	0.1938280869
355	0.1937492599
356	0.1937063644
357	0.1936506454
358	0.1936042877
359	0.1935344269
360	0.1934681503
361	0.1934173203
362	0.1933797318
363	0.1933424988
364	0.1932805405
365	0.1932761444
366	0.1932371017
367	0.1931564041
368	0.1931167786
369	0.1930758881
370	0.1930389786
371	0.192973967
372	0.1929422226
373	0.1929251678
374	0.1928770828
375	0.1928218658
376	0.192818573
377	0.1927525742
378	0.1926987015
379	0.1926746063
380	0.1926475128
381	0.1926007584
382	0.1925589767
383	0.1925069916
384	0.1924471451
385	0.192392923
386	0.1923299591
387	0.1922800278
388	0.192229982
389	0.192151532
390	0.1921195267
391	0.1920707184
392	0.1920146515
393	0.1919712372
394	0.191917688
395	0.1918596237
396	0.1918385162
397	0.1917957794
398	0.1917245148
399	0.1916813156
400	0.1916270752
401	0.1915759827
402	0.191557695
403	0.1915385223
404	0.1914962708
405	0.1914825836
406	0.1914267014
407	0.1913978149
408	0.1913538971
409	0.1913260666
410	0.1912574387
411	0.191243837
412	0.19119711
413	0.1911323044
414	0.1910750259
415	0.1910251175
416	0.1909898071
417	0.1909422928
418	0.1908815674
419	0.1908367767
420	0.1907212723
421	0.1906352234
422	0.1905921539
423	0.1905465988
424	0.1904913483
425	0.19046978
426	0.1904135147
427	0.1903294922
428	0.1903252625
429	0.190322139
430	0.1902710648
431	0.1902048523
432	0.1901003738
433	0.1900188507
434	0.18998228
435	0.1899231812
436	0.1898971237
437	0.1898220123
438	0.1897560623
439	0.1897118591
440	0.1896380356
441	0.1896056107
442	0.1895654709
443	0.1895306992
444	0.1894556396
445	0.1893976639
446	0.1893352936
447	0.1892826263
448	0.189251297
449	0.1891612122
450	0.1891425842
451	0.1890691666
452	0.1890151581
453	0.1889370239
454	0.1888732742
455	0.1888123276
456	0.1887784073
457	0.1887253021
458	0.1886952072
459	0.1886462326
460	0.1885918518
461	0.188560762
462	0.1885335831
463	0.1884741928
464	0.1884103302
465	0.1883397614
466	0.1882645416
467	0.188231958
468	0.1882064301
469	0.1881338196
470	0.1880977509
471	0.1880740799
472	0.1880094528
473	0.187951178
474	0.1878997467
475	0.1878676254
476	0.1877937271
477	0.1877193741
478	0.1876520538
479	0.1875976974
480	0.1875591034
481	0.1875217712
482	0.1874576324
483	0.1874053238
484	0.1873469757
485	0.1872955032
486	0.1872143509
487	0.1871740189
488	0.1871225922
489	0.1870518387
490	0.1869984055
491	0.1869509659
492	0.1869134323
493	0.1869077957
494	0.1868456604
495	0.1867762787
496	0.1867423645
497	0.1867203445
498	0.1866832367
499	0.1866351151
500	0.1865875092
501	0.1865532471
502	0.1865508255
503	0.1865469269
504	0.1865336578
505	0.1864657455
506	0.1864221558
507	0.1863493912
508	0.1863223526
509	0.1862679062
510	0.1862133896
511	0.1861551468
512	0.1861218582
513	0.1860765564
514	0.1860499176
515	0.186021608
516	0.1859605591
517	0.1859181686
518	0.1859000168
519	0.185811171
520	0.1857663528
521	0.1856971283
522	0.1856537094
523	0.1856367126
524	0.18559431
525	0.1855299423
526	0.1854877808
527	0.1854447174
528	0.1853948242
529	0.1853627213
530	0.1853026901
531	0.1852776627
532	0.1852350494
533	0.1851983582
534	0.1851386337
535	0.1851199783
536	0.1851057678
537	0.1850824173
538	0.1850495163
539	0.1850073746
540	0.1849616867
541	0.1849068451
542	0.1848645905
543	0.1847920166
544	0.1847346756
545	0.1847046341
546	0.1846550507
547	0.1845873596
548	0.1845669632
549	0.1845478592
550	0.184498848
551	0.184462233
552	0.1844020279
553	0.1843837723
554	0.1843211426
555	0.1842787384
556	0.1842499207
557	0.1842129898
558	0.184165802
559	0.18411828
560	0.184103952
561	0.1840595993
562	0.1840021088
563	0.1839560669
564	0.1839340576
565	0.1838991486
566	0.1838500595
567	0.1838208252
568	0.1837316956
569	0.183687207
570	0.1836631104
571	0.1836102539
572	0.1835376053
573	0.1834951889
574	0.1834445908
575	0.1833773239
576	0.1833483337
577	0.1833442993
578	0.1832695755
579	0.1832522614
580	0.1832033432
581	0.1831572372
582	0.1830877365
583	0.1830373779
584	0.1830158981
585	0.1829486801
586	0.182901297
587	0.1828633713
588	0.1828220673
589	0.1827722229
590	0.1827098602
591	0.182676564
592	0.1826524261
593	0.1826023224
594	0.1825565735
595	0.1825553818
596	0.1825258057
597	0.1824920959
598	0.1824681
599	0.1824311005
600	0.1823690445
601	0.1823390488
602	0.1823243958
603	0.1822696335
604	0.1822294785
605	0.1821852203
606	0.1821768799
607	0.1821092438
608	0.1820675018
609	0.1820461594
610	0.1820432007
611	0.1819992416
612	0.1819652664
613	0.1819119217
614	0.1818656754
615	0.1818073517
616	0.1817761353
617	0.1817371826
618	0.1816565399
619	0.1816340332
620	0.1816095306
621	0.181569133
622	0.1815308685
623	0.1814699356
624	0.1814383301
625	0.1813645981
626	0.1813447311
627	0.1813070221
628	0.181276651
629	0.1812338547
630	0.1811863586
631	0.1811683426
632	0.181139537
633	0.1811146027
634	0.1810650864
635	0.1810221069
636	0.1809615326
637	0.1809479919
638	0.1809064377
639	0.1808780365
640	0.1808351501
641	0.1807769608
642	0.1807506714
643	0.1807244461
644	0.1806758987
645	0.1806649292
646	0.180560408
647	0.1805240402
648	0.1804878616
649	0.1804419754
650	0.180411702
651	0.1803506149
652	0.1803021088
653	0.1802718201
654	0.1802106659
655	0.1801846649
656	0.1801623123
657	0.1801382324
658	0.1800927017
659	0.1800252899
660	0.1800062302
661	0.1799817032
662	0.1799392807
663	0.1798811142
664	0.1798542969
665	0.1798111267
666	0.1797939056
667	0.1797697205
668	0.1797371567
669	0.179694873
670	0.1796812622
671	0.1796436264
672	0.1796147858
673	0.1795597336
674	0.1795148483
675	0.1794684311
676	0.1794215729
677	0.1794013184
678	0.1793990204
679	0.1793503403
680	0.1792961792
681	0.1792075378
682	0.1791838989
683	0.1791513962
684	0.179124855
685	0.1791179871
686	0.1790758331
687	0.1790345093
688	0.1789867599
689	0.1789501907
690	0.1789028931
691	0.1788419937
692	0.1788221924
693	0.178763356
694	0.178707103
695	0.1786694
696	0.1786036118
697	0.1785519028
698	0.1785254883
699	0.1785000854
700	0.1784676636
701	0.1784535675
702	0.1784081284
703	0.1783605667
704	0.1783170181
705	0.1782826431
706	0.1782323502
707	0.1781752686
708	0.1781452408
709	0.1780956863
710	0.1780878204
711	0.178056189
712	0.1780312851
713	0.1779862625
714	0.1779365463
715	0.1779133621
716	0.1778794098
717	0.1778498627
718	0.1777945435
719	0.177755751
720	0.1776893005
721	0.1776589905
722	0.1776205948
723	0.1775449585
724	0.1775205948
725	0.177476944
726	0.1774580978
727	0.1774468933
728	0.1774010208
729	0.1773480164
730	0.1773122467
731	0.1772664139
732	0.177237233
733	0.1771982468
734	0.1771384995
735	0.1771102814
736	0.1770654495
737	0.1770174042
738	0.1769734863
739	0.1769398956
740	0.1769064987
741	0.1768875397
742	0.1768504181
743	0.1768280487
744	0.1767952682
745	0.1767572433
746	0.1767245392
747	0.1766824966
748	0.1766033096
749	0.1765489899
750	0.1765084763
751	0.1764503372
752	0.1764021637
753	0.1763643097
754	0.176321669
755	0.1762704254
756	0.1762523621
757	0.1762287735
758	0.1761903595
759	0.1761397873
760	0.1760993637
761	0.1760442886
762	0.1760002151
763	0.1759479507
764	0.175908551
765	0.175856749
766	0.1758072922
767	0.1757635544
768	0.1757423889
769	0.1757284531
770	0.1757001282
771	0.175670639
772	0.1756254456
773	0.1756199371
774	0.1756081161
775	0.175592485
776	0.175570639
777	0.175557756
778	0.1755217102
779	0.1754857056
780	0.1754627823
781	0.175422554
782	0.1753643036
783	0.1753269043
784	0.1752976349
785	0.1752736008
786	0.1752625656
787	0.1752397751
788	0.1751946381
789	0.175144519
790	0.1751128754
791	0.1750771606
792	0.1750427765
793	0.1750031509
794	0.1749625107
795	0.174901857
796	0.1748680237
797	0.1748550583
798	0.1748226608
799	0.1747877716
800	0.1747577148
801	0.1747146011
802	0.1746592514
803	0.1746247665
804	0.1745725632
805	0.1745134537
806	0.1744654099
807	0.1744258499
808	0.174367601
809	0.1743184982
810	0.174268103
811	0.1742385483
812	0.1742061798
813	0.1741843704
814	0.1741378113
815	0.1741061432
816	0.1740679306
817	0.1740216263
818	0.1739933578
819	0.1739468964
820	0.1739085434
821	0.1738821396
822	0.1738335327
823	0.1738203842
824	0.1738051773
825	0.173751326
826	0.1737115524
827	0.1736883331
828	0.1736357849
829	0.1736055283
830	0.1735636169
831	0.1735171127
832	0.1734758347
833	0.1734422928
834	0.1734008789
835	0.17338591
836	0.1733404465
837	0.1733084167
838	0.1732515778
839	0.1731945221
840	0.1731745178
841	0.1731323425
842	0.173098819
843	0.1730600204
844	0.1730178665
845	0.1729708954
846	0.1729310516
847	0.1729238037
848	0.172905719
849	0.1728661697
850	0.1728434464
851	0.1728289474
852	0.1728002533
853	0.1727459198
854	0.1727067993
855	0.1726835358
856	0.1726483566
857	0.1726138474
858	0.1725752472
859	0.1725429199
860	0.1724898209
861	0.1724435303
862	0.1724299683
863	0.1724043793
864	0.1723645538
865	0.1723207352
866	0.1723121292
867	0.172275592
868	0.1722339005
869	0.1722078568
870	0.1721609329
871	0.1721327362
872	0.1720832748
873	0.1720395416
874	0.1720068649
875	0.1719508667
876	0.171930397
877	0.1718854645
878	0.1718484863
879	0.1718314621
880	0.1717852783
881	0.1717436218
882	0.1716982315
883	0.1716768845
884	0.1716477921
885	0.1716159851
886	0.1715908813
887	0.1715462311
888	0.171520845
889	0.1714805405
890	0.1714376282
891	0.1714236023
892	0.1714107803
893	0.1713815292
894	0.1713532257
895	0.1713311752
896	0.1712800293
897	0.1712166763
898	0.1711505295
899	0.1710898712
900	0.1710458801
901	0.1709896347
902	0.170953157
903	0.170918129
904	0.1708857941
905	0.1708624603
906	0.170828302
907	0.1707916519
908	0.170774324
909	0.1707491959
910	0.1707299377
911	0.1707064178
912	0.1706802032
913	0.1706355972
914	0.1705887527
915	0.170560437
916	0.1705085449
917	0.1704722321
918	0.1704554138
919	0.1704121429
920	0.1703905014
921	0.1703458527
922	0.1703244385
923	0.1702796646
924	0.1702251144
925	0.17018564
926	0.1701392258
927	0.1700990585
928	0.1700663315
929	0.1700513962
930	0.1700418671
931	0.1699870987
932	0.1699671097
933	0.169935817
934	0.1698887802
935	0.169862561
936	0.1698337234
937	0.1698075851
938	0.1697746658
939	0.1697420761
940	0.1696991455
941	0.1696532883
942	0.1696244888
943	0.1695853989
944	0.1695536163
945	0.1695187195
946	0.1694938614
947	0.1694790833
948	0.1694732956
949	0.1694633881
950	0.1694143478
951	0.169366069
952	0.1693092667
953	0.1692575333
954	0.1692277969
955	0.1691950119
956	0.1691606659
957	0.1691343536
958	0.1691074371
959	0.1690806183
960	0.169015329
961	0.1689703812
962	0.1689246323
963	0.168902095
964	0.1688797501
965	0.168861055
966	0.1688317825
967	0.1687975983
968	0.1687419144
969	0.1687050827
970	0.1686825882
971	0.1686527344
972	0.1686346329
973	0.1686021423
974	0.1685669586
975	0.1685302734
976	0.1684981171
977	0.1684595139
978	0.1684187225
979	0.1683891052
980	0.1683404587
981	0.1683203659
982	0.168292746
983	0.1682300873
984	0.1681972534
985	0.1681549774
986	0.168121785
987	0.168092955
988	0.1680830154
989	0.16807155
990	0.168002475
991	0.1679638931
992	0.1679132492
993	0.1678707779
994	0.167870607
995	0.1678448456
996	0.1678199127
997	0.1677917969
998	0.1677536423
999	0.1677304642
